linha_planilha;secretaria;unidade;programa;acao;natureza;desc_sub;valor;vinculo_atual;motivo;vinculo_proposto
1663;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0006-Segurança Pública e Fiscalização Inteligente​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"3868577,32";;vínculo em branco;01.110.0000
1664;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0006-Segurança Pública e Fiscalização Inteligente​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"159608,30";;vínculo em branco;01.110.0000
1665;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.11.00;;"30000000,00";;vínculo em branco;01.110.0000
1666;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.13.00;;"1773652,59";;vínculo em branco;01.110.0000
1667;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.91.13.00;;"28298630,75";;vínculo em branco;01.110.0000
1668;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.46.00;;"3,71";;vínculo em branco;01.110.0000
1669;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.49.00;;"3893122,52";;vínculo em branco;01.110.0000
1670;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0006-Segurança Pública e Fiscalização Inteligente​;1.002-Reforma e Ampliação de Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"1,00";;vínculo em branco;01.110.0000
1671;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0006-Segurança Pública e Fiscalização Inteligente​;1.002-Reforma e Ampliação de Unidades;4.4.90.51.00-OBRAS E INSTALAÇÕES;;"1,00";;vínculo em branco;01.110.0000
1672;20 - SECRETARIA DE SEGURANÇA E CONTROLE URBANO;001-CHEFIA DE GABINETE;0006-Segurança Pública e Fiscalização Inteligente​;1.003-Implantação de Novas Unidades;4.4.90.51.00-OBRAS E INSTALAÇÕES;;"0,00";;vínculo em branco;01.110.0000
1677;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.14.00;;"70000,00";;vínculo em branco;01.110.0000
1678;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;;"300000,00";;vínculo em branco;01.110.0000
1679;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.33.00-PASSAGENS E DESPESAS COM LOCOMOÇÃO;;"20000,00";;vínculo em branco;01.110.0000
1680;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.35.00-SERVIÇOS DE CONSULTORIA;;"890000,00";;vínculo em branco;01.110.0000
1681;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;"100000,00";;vínculo em branco;01.110.0000
1682;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"7560000,00";;vínculo em branco;01.110.0000
1683;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;"6000000,00";;vínculo em branco;01.110.0000
1684;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.92.00-DESPESAS DE EXERCÍCIOS ANTERIORES;;"1000,00";;vínculo em branco;01.110.0000
1685;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"500000,00";;vínculo em branco;01.110.0000
1686;21 - IPMO;001-CHEFIA DE GABINETE;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.14.00;;"20000,00";;vínculo em branco;01.110.0000
1687;21 - IPMO;001-CHEFIA DE GABINETE;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"300000,00";;vínculo em branco;01.110.0000
1688;21 - IPMO;001-CHEFIA DE GABINETE;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;;"15000,00";;vínculo em branco;01.110.0000
1689;21 - IPMO;003-FUNDO MUNICIPAL DE MEIO AMBIENTE;0020;2.043;3.1.90.01.00;;"270000000,00";;vínculo em branco;01.110.0000
1690;21 - IPMO;003-FUNDO MUNICIPAL DE MEIO AMBIENTE;0020;2.043;3.1.90.03.00;;"7500000,00";;vínculo em branco;01.110.0000
1691;21 - IPMO;003-FUNDO MUNICIPAL DE MEIO AMBIENTE;0020;2.043;3.1.90.91.00;;"1000000,00";;vínculo em branco;01.110.0000
1692;21 - IPMO;003-FUNDO MUNICIPAL DE MEIO AMBIENTE;0020;2.043;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;;"1000000,00";;vínculo em branco;01.110.0000
1693;21 - IPMO;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0020;2.043;3.1.90.01.00;;"150000000,00";;vínculo em branco;01.110.0000
1694;21 - IPMO;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0020;2.043;3.1.90.03.00;;"70000000,00";;vínculo em branco;01.110.0000
1695;21 - IPMO;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0020;2.043;3.1.90.91.00;;"1000000,00";;vínculo em branco;01.110.0000
1696;21 - IPMO;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0020;2.043;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;;"1000000,00";;vínculo em branco;01.110.0000
1697;21 - IPMO;006-HOSPITAL E MATERNIDADE MUNICIPAL AMADOR AGUIAR;0018-Proteção Social e Garantia de Direitos​;2.044;3.3.90.48.00 - OUTROS AUXILIOS FINANCEIROS A PESSOAS FISICAS;;"45000000,00";;vínculo em branco;01.110.0000
1698;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"1000,00";;vínculo em branco;01.110.0000
1699;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;4.4.90.51.00-OBRAS E INSTALAÇÕES;;"500000,00";;vínculo em branco;01.110.0000
1700;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"100000,00";;vínculo em branco;01.110.0000
1701;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;4.4.90.61.00;;"1000,00";;vínculo em branco;01.110.0000
1702;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.11.00;;"15885000,00";;vínculo em branco;01.110.0000
1703;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.13.00;;"1715000,00";;vínculo em branco;01.110.0000
1704;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.16.00;;"1000,00";;vínculo em branco;01.110.0000
1705;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.92.00;;"1000,00";;vínculo em branco;01.110.0000
1706;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.94.00;;"200000,00";;vínculo em branco;01.110.0000
1707;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.91.13.00;;"1733000,00";;vínculo em branco;01.110.0000
1708;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"1718000,00";;vínculo em branco;01.110.0000
1709;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.46.00;;"1000,00";;vínculo em branco;01.110.0000
1710;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.49.00;;"100000,00";;vínculo em branco;01.110.0000
1711;21 - IPMO;001-CHEFIA DE GABINETE;0004-Planejamento e Gestão de Políticas Públicas ;"1.001-Estudos, Pesquisas, Planos e Projetos ";3.3.90.35.00-SERVIÇOS DE CONSULTORIA;;"1000,00";;vínculo em branco;01.110.0000
1712;21 - IPMO;001-CHEFIA DE GABINETE;0004-Planejamento e Gestão de Políticas Públicas ;"1.001-Estudos, Pesquisas, Planos e Projetos ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"4500000,00";;vínculo em branco;01.110.0000
1713;21 - IPMO;001-CHEFIA DE GABINETE;0021;0.002-Obrigações Tributárias e Contributivas;3.3.90.47.00;;"1000000,00";;vínculo em branco;01.110.0000
1714;21 - IPMO;001-CHEFIA DE GABINETE;0021;0.003-Precatórios e Sentenças Judiciais;3.1.90.91.00;;"200000,00";;vínculo em branco;01.110.0000
1715;21 - IPMO;001-CHEFIA DE GABINETE;0021;0.003-Precatórios e Sentenças Judiciais;3.3.90.91.00-SENTENÇAS JUDICIAIS;;"200000,00";;vínculo em branco;01.110.0000
1716;21 - IPMO;001-CHEFIA DE GABINETE;0021;0.002-Obrigações Tributárias e Contributivas;3.3.90.47.00;;"1000000,00";Confirmar com a Dani;texto livre (20 caracteres);01.110.0000
1717;21 - IPMO;001-CHEFIA DE GABINETE;0021;0.003-Precatórios e Sentenças Judiciais;3.1.90.91.00;;"200000,00";Confirmar com a Dani;texto livre (20 caracteres);01.110.0000
1718;21 - IPMO;001-CHEFIA DE GABINETE;0021;0.003-Precatórios e Sentenças Judiciais;3.3.90.91.00-SENTENÇAS JUDICIAIS;;"200000,00";Confirmar com a Dani;texto livre (20 caracteres);01.110.0000
1719;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.14.00;;"70000,00";;vínculo em branco;01.110.0000
1720;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;;"300000,00";;vínculo em branco;01.110.0000
1721;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.33.00-PASSAGENS E DESPESAS COM LOCOMOÇÃO;;"20000,00";;vínculo em branco;01.110.0000
1722;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.35.00-SERVIÇOS DE CONSULTORIA;;"890000,00";;vínculo em branco;01.110.0000
1723;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;"100000,00";;vínculo em branco;01.110.0000
1724;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"7560000,00";;vínculo em branco;01.110.0000
1725;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;"6000000,00";;vínculo em branco;01.110.0000
1726;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.92.00-DESPESAS DE EXERCÍCIOS ANTERIORES;;"1000,00";;vínculo em branco;01.110.0000
1727;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"500000,00";;vínculo em branco;01.110.0000
1728;21 - IPMO;001-CHEFIA DE GABINETE;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.14.00;;"20000,00";;vínculo em branco;01.110.0000
1729;21 - IPMO;001-CHEFIA DE GABINETE;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"300000,00";;vínculo em branco;01.110.0000
1730;21 - IPMO;001-CHEFIA DE GABINETE;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;;"15000,00";;vínculo em branco;01.110.0000
1731;21 - IPMO;003-FUNDO MUNICIPAL DE MEIO AMBIENTE;0020;2.043;3.1.90.01.00;;"270000000,00";;vínculo em branco;01.110.0000
1732;21 - IPMO;003-FUNDO MUNICIPAL DE MEIO AMBIENTE;0020;2.043;3.1.90.03.00;;"7500000,00";;vínculo em branco;01.110.0000
1733;21 - IPMO;003-FUNDO MUNICIPAL DE MEIO AMBIENTE;0020;2.043;3.1.90.91.00;;"1000000,00";;vínculo em branco;01.110.0000
1734;21 - IPMO;003-FUNDO MUNICIPAL DE MEIO AMBIENTE;0020;2.043;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;;"1000000,00";;vínculo em branco;01.110.0000
1735;21 - IPMO;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0020;2.043;3.1.90.01.00;;"150000000,00";;vínculo em branco;01.110.0000
1736;21 - IPMO;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0020;2.043;3.1.90.03.00;;"70000000,00";;vínculo em branco;01.110.0000
1737;21 - IPMO;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0020;2.043;3.1.90.91.00;;"1000000,00";;vínculo em branco;01.110.0000
1738;21 - IPMO;005-FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;0020;2.043;3.3.90.93.00-INDENIZAÇÕES E RESTITUIÇÕES;;"1000000,00";;vínculo em branco;01.110.0000
1739;21 - IPMO;006-HOSPITAL E MATERNIDADE MUNICIPAL AMADOR AGUIAR;0018-Proteção Social e Garantia de Direitos​;2.044;3.3.90.48.00 - OUTROS AUXILIOS FINANCEIROS A PESSOAS FISICAS;;"45000000,00";;vínculo em branco;01.110.0000
1740;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"1000,00";;vínculo em branco;01.110.0000
1741;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;4.4.90.51.00-OBRAS E INSTALAÇÕES;;"500000,00";;vínculo em branco;01.110.0000
1742;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"100000,00";;vínculo em branco;01.110.0000
1743;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;1.002-Reforma e Ampliação de Unidades;4.4.90.61.00;;"1000,00";;vínculo em branco;01.110.0000
1744;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.11.00;;"15885000,00";;vínculo em branco;01.110.0000
1745;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.13.00;;"1715000,00";;vínculo em branco;01.110.0000
1746;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.16.00;;"1000,00";;vínculo em branco;01.110.0000
1747;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.92.00;;"1000,00";;vínculo em branco;01.110.0000
1748;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.90.94.00;;"200000,00";;vínculo em branco;01.110.0000
1749;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.1.91.13.00;;"1733000,00";;vínculo em branco;01.110.0000
1750;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"1718000,00";;vínculo em branco;01.110.0000
1751;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.46.00;;"1000,00";;vínculo em branco;01.110.0000
1752;21 - IPMO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;"2.001-Remuneração, Benefícios e Encargos";3.3.90.49.00;;"100000,00";;vínculo em branco;01.110.0000
1753;21 - IPMO;001-CHEFIA DE GABINETE;0004-Planejamento e Gestão de Políticas Públicas ;"1.001-Estudos, Pesquisas, Planos e Projetos ";3.3.90.35.00-SERVIÇOS DE CONSULTORIA;;"1000,00";;vínculo em branco;01.110.0000
1754;21 - IPMO;001-CHEFIA DE GABINETE;0004-Planejamento e Gestão de Políticas Públicas ;"1.001-Estudos, Pesquisas, Planos e Projetos ";3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"4500000,00";;vínculo em branco;01.110.0000
1755;22 - FITO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.37.00;;"1760000,00";;vínculo em branco;01.110.0000
1756;22 - FITO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;4.4.90.93.00;;"1505396,00";;vínculo em branco;01.110.0000
1757;22 - FITO;001-CHEFIA DE GABINETE;"0002-Governo Inteligente, Aberto e Inovador​";"2.007-Ampliação e Manutenção de Sistemas de Inteligência, Fiscalização e Tecnologia";3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;"141204,00";;vínculo em branco;01.110.0000
1758;22 - FITO;001-CHEFIA DE GABINETE;0001-Administração e Coordenação Geral​;2.008-Estágio e Aprendizagem;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;"100000,00";;vínculo em branco;01.110.0000
1759;22 - FITO;001-CHEFIA DE GABINETE;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"800000,00";;vínculo em branco;01.110.0000
1760;22 - FITO;002-RECURSOS SOB A SUPERVISÃO DA SECRETARIA DE ADMINISTRAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"367500,00";;vínculo em branco;01.110.0000
1761;22 - FITO;002-RECURSOS SOB A SUPERVISÃO DA SECRETARIA DE ADMINISTRAÇÃO;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;;"210000,00";;vínculo em branco;01.110.0000
1762;22 - FITO;002-RECURSOS SOB A SUPERVISÃO DA SECRETARIA DE ADMINISTRAÇÃO;"0002-Governo Inteligente, Aberto e Inovador​";"2.007-Ampliação e Manutenção de Sistemas de Inteligência, Fiscalização e Tecnologia";3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;"5918,85";;vínculo em branco;01.110.0000
1763;22 - FITO;002-RECURSOS SOB A SUPERVISÃO DA SECRETARIA DE ADMINISTRAÇÃO;0001-Administração e Coordenação Geral​;2.008-Estágio e Aprendizagem;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;"105000,00";;vínculo em branco;01.110.0000
1764;22 - FITO;002-RECURSOS SOB A SUPERVISÃO DA SECRETARIA DE ADMINISTRAÇÃO;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.47.00;;"178530,45";;vínculo em branco;01.110.0000
1765;22 - FITO;002-RECURSOS SOB A SUPERVISÃO DA SECRETARIA DE ADMINISTRAÇÃO;0016-Escola para Todos​;2.020-Transporte de Alunos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"105000,00";;vínculo em branco;01.110.0000
1766;22 - FITO;004;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"300000,00";;vínculo em branco;01.110.0000
1767;22 - FITO;004;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;;"200000,00";;vínculo em branco;01.110.0000
1768;22 - FITO;004;"0002-Governo Inteligente, Aberto e Inovador​";"2.007-Ampliação e Manutenção de Sistemas de Inteligência, Fiscalização e Tecnologia";3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;"5918,85";;vínculo em branco;01.110.0000
1769;22 - FITO;004;0001-Administração e Coordenação Geral​;2.008-Estágio e Aprendizagem;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;"12210,45";;vínculo em branco;01.110.0000
1770;22 - FITO;004;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.30.00-MATERIAL DE CONSUMO;;"210000,00";;vínculo em branco;01.110.0000
1771;22 - FITO;004;0016-Escola para Todos​;2.020-Transporte de Alunos ;4.4.90.52.00-EQUIPAMENTOS E MATERIAL PERMANENTE;;"262500,00";;vínculo em branco;01.110.0000
1772;22 - FITO;006-HOSPITAL E MATERNIDADE MUNICIPAL AMADOR AGUIAR;0001-Administração e Coordenação Geral​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"1080,45";;vínculo em branco;01.110.0000
1773;22 - FITO;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"1076,25";;vínculo em branco;01.110.0000
1774;22 - FITO;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;"0002-Governo Inteligente, Aberto e Inovador​";"2.007-Ampliação e Manutenção de Sistemas de Inteligência, Fiscalização e Tecnologia";3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;"5918,85";;vínculo em branco;01.110.0000
1775;22 - FITO;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;0001-Administração e Coordenação Geral​;2.008-Estágio e Aprendizagem;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;"12210,45";;vínculo em branco;01.110.0000
1776;22 - FITO;007-DEPARTAMENTO DE PROTEÇÃO SOCIAL BÁSICA;"0009-Cultura, Economia Criativa e Patrimônio Histórico​";2.011-Manutenção de Equipamentos Públicos ;3.3.90.92.00-DESPESAS DE EXERCÍCIOS ANTERIORES;;"0,00";;vínculo em branco;01.110.0000
1777;22 - FITO;008-DIRETORIA GERAL DE ATENÇÃO PRIMÁRIA EM SAÚDE;0001-Administração e Coordenação Geral​;2.008-Estágio e Aprendizagem;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;"1,05";;vínculo em branco;01.110.0000
1778;22 - FITO;016;"0002-Governo Inteligente, Aberto e Inovador​";"2.007-Ampliação e Manutenção de Sistemas de Inteligência, Fiscalização e Tecnologia";3.3.90.40.00-SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;;"210,00";;vínculo em branco;01.110.0000
1779;22 - FITO;016;0001-Administração e Coordenação Geral​;2.008-Estágio e Aprendizagem;3.3.90.36.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;;"31122,00";;vínculo em branco;01.110.0000
1780;22 - FITO;016;"0002-Governo Inteligente, Aberto e Inovador​";2.003-Qualificação de Servidores e Processos Institucionais;3.3.90.39.00-OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"21000,00";;vínculo em branco;01.110.0000
1781;22 - FITO;016;0016-Escola para Todos​;2.011-Manutenção de Equipamentos Públicos ;3.3.90.33.00-PASSAGENS E DESPESAS COM LOCOMOÇÃO;;"8400,00";;vínculo em branco;01.110.0000
