PROGRAMÁTICA,VALOR FINAL ARREDONDADO
20.001.06.181.0006.2.011.4.4.90.52.01.110.0000,"0,00 "
20.001.06.181.0006.2.011.4.4.90.52.01.110.0000,"0,00 "
20.001.06.181.0006.2.011.4.4.90.52.01.110.0000,"0,00 "
21.001.09.272.0001.1.002.3.3.90.39.04.690.0000,"1.000,00 "
21.001.09.272.0001.1.002.4.4.90.51.04.690.0000,"500.000,00 "
21.001.09.272.0001.1.002.4.4.90.52.04.690.0000,"100.000,00 "
21.001.09.272.0001.1.002.4.4.90.61.04.690.0000,"1.000,00 "
21.001.09.272.0001.2.001.3.3.90.39.04.690.0000,"1.130.000,00 "
21.001.09.272.0001.2.011.3.3.90.14.04.690.0000,"50.000,00 "
21.001.09.272.0001.2.011.3.3.90.30.04.690.0000,"320.000,00 "
21.001.09.272.0001.2.011.3.3.90.35.04.690.0000,"840.000,00 "
21.001.09.272.0001.2.011.3.3.90.36.04.690.0000,"100.000,00 "
21.001.09.272.0001.2.011.3.3.90.39.04.690.0000,"6.060.000,00 "
21.001.09.272.0001.2.011.3.3.90.40.04.690.0000,"6.000.000,00 "
21.001.09.272.0001.2.011.3.3.90.92.04.690.0000,"1.000,00 "
21.001.09.272.0001.2.011.4.4.90.52.04.690.0000,"505.000,00 "
21.001.09.272.0002.2.003.3.3.90.14.04.690.0000,"20.000,00 "
21.001.09.272.0002.2.003.3.3.90.39.04.690.0000,"300.000,00 "
21.001.09.272.0002.2.003.3.3.90.93.04.690.0000,"10.000,00 "
21.001.09.272.0004.1.001.3.3.90.35.04.690.0000,"1.000,00 "
21.001.09.272.0004.1.001.3.3.90.39.04.690.0000,"4.500.000,00 "
21.001.09.272.0021.0.002.3.3.90.47.04.690.0000,"2.000.000,00 "
21.001.09.272.0021.0.003.3.3.90.91.04.690.0000,"200.000,00 "
21.003.09.272.0020.2.043.3.3.90.93.04.601.0000,"1.000.000,00 "
21.005.09.272.0020.2.043.3.1.90.91.04.602.0000,"1.000.000,00 "
21.005.09.272.0020.2.043.3.3.90.93.04.602.0000,"1.000.000,00 "
21.006.04.241.0018.2.044.3.3.90.48.01.110.0000,"45.000.000,00 "
22.001.04.122.0001.1.002.4.4.90.51.04.110.0000,"10.252,00 "
22.001.04.122.0001.1.002.4.4.90.92.04.110.0000,"5.639,00 "
22.001.04.122.0001.2.011.3.3.90.35.04.110.0000,"0,00 "
22.001.04.122.0001.2.011.3.3.90.37.04.110.0000,"372.020,00 "
22.001.04.122.0001.2.011.3.3.90.39.04.110.0000,"0,00 "
22.001.04.122.0001.2.011.3.3.90.92.04.110.0000,"0,00 "
22.001.04.122.0001.2.011.3.3.90.93.04.110.0000,"0,00 "
22.001.04.122.0001.2.011.4.4.90.52.04.110.0000,"0,00 "
22.001.04.122.0001.2.011.4.4.90.92.04.110.0000,"0,00 "
22.001.04.122.0001.2.011.4.4.90.93.04.110.0000,"1.505.396,00 "
22.001.04.122.0021.0.001.4.6.90.71.04.110.0000,"774.941,00 "
22.001.04.122.0021.0.003.3.1.90.91.04.110.0000,"628.025,00 "
22.001.04.126.0002.2.007.3.3.90.40.04.110.0000,"134.480,00 "
22.001.04.128.0001.2.008.3.3.90.36.04.110.0000,"105.131,00 "
22.001.04.331.0001.2.001.3.1.91.13.04.110.0000,"0,00 "
22.002.12.122.0001.2.011.3.3.90.37.01.110.0000,"0,00 "
22.002.12.122.0001.2.011.3.3.90.39.01.110.0000,"0,00 "
22.002.12.122.0001.2.011.3.3.90.92.01.110.0000,"0,00 "
22.002.12.122.0001.2.011.3.3.90.93.01.110.0000,"0,00 "
22.002.12.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
22.002.12.122.0001.2.011.4.4.90.52.04.110.0000,"0,00 "
22.002.12.122.0001.2.011.4.4.90.92.01.110.0000,"0,00 "
22.002.12.122.0001.2.011.4.4.90.93.01.110.0000,"0,00 "
22.002.12.122.0021.0.003.3.1.90.91.04.220.0000,"365.750,00 "
22.002.12.126.0002.2.007.3.3.90.40.04.220.0000,"5.637,00 "
22.002.12.361.0001.2.001.3.1.91.13.04.220.0000,"0,00 "
22.002.12.361.0001.2.008.3.3.90.36.04.220.0000,"132.771,00 "
22.002.12.361.0001.2.011.3.3.90.37.01.110.0000,"0,00 "
22.002.12.361.0001.2.011.3.3.90.39.01.110.0000,"0,00 "
22.002.12.361.0001.2.011.3.3.90.92.01.110.0000,"0,00 "
22.002.12.361.0001.2.011.3.3.90.93.01.110.0000,"0,00 "
22.002.12.361.0001.2.011.3.3.90.93.01.110.0000,"0,00 "
22.002.12.361.0001.2.011.4.4.90.52.04.220.0000,"0,00 "
22.002.12.361.0001.2.011.4.4.90.92.04.220.0000,"0,00 "
22.002.12.361.0001.2.011.4.4.90.93.04.220.0000,"0,00 "
22.002.12.361.0016.2.020.4.4.90.52.04.220.0000,"1,00 "
22.003.12.122.0021.0.003.3.1.90.91.04.220.0000,"1.149,00 "
22.004.12.122.0001.2.011.3.3.90.37.04.230.0000,"0,00 "
22.004.12.122.0001.2.011.3.3.90.39.04.230.0000,"0,00 "
22.004.12.122.0001.2.011.3.3.90.92.04.230.0000,"0,00 "
22.004.12.122.0001.2.011.3.3.90.93.04.230.0000,"0,00 "
22.004.12.122.0001.2.011.4.4.90.52.04.230.0000,"0,00 "
22.004.12.122.0001.2.011.4.4.90.92.04.230.0000,"0,00 "
22.004.12.122.0001.2.011.4.4.90.93.04.230.0000,"0,00 "
22.004.12.122.0021.0.003.3.1.90.91.04.230.0000,"91.960,00 "
22.004.12.126.0002.2.007.3.3.90.40.04.230.0000,"5.637,00 "
22.004.12.362.0001.2.001.3.1.91.13.04.230.0000,"5.988.971,00 "
22.004.12.362.0001.2.008.3.3.90.36.04.230.0000,"11.629,00 "
22.004.12.362.0001.2.011.3.3.90.37.04.230.0000,"0,00 "
22.004.12.362.0001.2.011.3.3.90.39.04.230.0000,"0,00 "
22.004.12.362.0001.2.011.3.3.90.92.04.230.0000,"0,00 "
22.004.12.362.0001.2.011.3.3.90.93.04.230.0000,"0,00 "
22.004.12.362.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
22.004.12.362.0001.2.011.4.4.90.52.04.230.0000,"0,00 "
22.004.12.362.0001.2.011.4.4.90.92.04.230.0000,"0,00 "
22.004.12.362.0001.2.011.4.4.90.93.04.230.0000,"0,00 "
22.004.12.362.0016.2.020.4.4.90.52.04.230.0000,"1,00 "
22.005.12.122.0021.0.003.3.1.90.91.04.230.0000,"1.149,00 "
22.006.12.122.0021.0.003.3.1.90.91.04.110.0000,"28.737,00 "
22.006.12.364.0001.2.011.3.3.90.37.04.110.0000,"0,00 "
22.006.12.364.0001.2.011.3.3.90.39.04.110.0000,"1.029,00 "
22.006.12.364.0001.2.011.3.3.90.92.04.110.0000,"0,00 "
22.006.12.364.0001.2.011.3.3.90.93.04.110.0000,"0,00 "
22.006.12.364.0001.2.011.4.4.90.52.04.110.0000,"0,00 "
22.006.12.364.0001.2.011.4.4.90.92.04.110.0000,"0,00 "
22.006.12.364.0001.2.011.4.4.90.93.04.110.0000,"0,00 "
22.007.13.122.0021.0.003.3.1.90.91.04.110.0000,"28.737,00 "
22.007.13.126.0002.2.007.3.3.90.40.04.110.0000,"5.637,00 "
22.007.13.128.0001.2.008.3.3.90.36.04.110.0000,"11.629,00 "
22.007.13.392.0001.2.001.3.1.91.13.04.110.0000,"0,00 "
22.007.13.392.0009.2.011.3.3.90.37.04.110.0000,"0,00 "
22.007.13.392.0009.2.011.3.3.90.39.04.110.0000,"0,00 "
22.007.13.392.0009.2.011.3.3.90.92.04.110.0000,"167.820,00 "
22.007.13.392.0009.2.011.3.3.90.93.04.110.0000,"0,00 "
22.007.13.392.0009.2.011.4.4.90.52.04.110.0000,"0,00 "
22.007.13.392.0009.2.011.4.4.90.92.04.110.0000,"0,00 "
22.007.13.392.0009.2.011.4.4.90.93.04.110.0000,"0,00 "
22.008.12.122.0021.0.003.3.1.90.91.01.210.0000,"0,00 "
22.008.12.126.0002.2.007.3.3.90.40.01.210.0000,"0,00 "
22.008.12.306.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.008.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.008.12.306.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.008.12.365.0001.2.001.3.1.91.13.01.210.0000,"0,00 "
22.008.12.365.0001.2.008.3.3.90.36.01.210.0000,"0,00 "
22.008.12.365.0016.1.002.3.3.90.39.01.210.0000,"0,00 "
22.008.12.365.0016.1.002.4.4.90.51.01.210.0000,"0,00 "
22.008.12.365.0016.2.011.3.3.90.37.01.210.0000,"0,00 "
22.008.12.365.0016.2.011.3.3.90.39.01.210.0000,"0,00 "
22.008.12.365.0016.2.011.3.3.90.92.01.210.0000,"0,00 "
22.008.12.365.0016.2.011.3.3.90.93.01.210.0000,"0,00 "
22.008.12.365.0016.2.011.4.4.90.52.01.210.0000,"0,00 "
22.008.12.365.0016.2.011.4.4.90.92.01.210.0000,"0,00 "
22.008.12.365.0016.2.011.4.4.90.93.01.210.0000,"0,00 "
22.008.12.365.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.008.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.008.12.365.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.008.12.365.0016.2.020.4.4.90.52.01.210.0000,"0,00 "
22.009.12.122.0021.0.003.3.1.90.91.01.210.0000,"0,00 "
22.009.12.126.0002.2.007.3.3.90.40.01.210.0000,"0,00 "
22.009.12.306.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.009.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.009.12.306.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.009.12.365.0001.2.001.3.1.91.13.01.210.0000,"0,00 "
22.009.12.365.0001.2.008.3.3.90.36.01.210.0000,"0,00 "
22.009.12.365.0016.1.002.3.3.90.39.01.210.0000,"0,00 "
22.009.12.365.0016.1.002.4.4.90.51.01.210.0000,"0,00 "
22.009.12.365.0016.2.011.3.3.90.37.01.210.0000,"0,00 "
22.009.12.365.0016.2.011.3.3.90.39.01.210.0000,"0,00 "
22.009.12.365.0016.2.011.3.3.90.92.01.210.0000,"0,00 "
22.009.12.365.0016.2.011.3.3.90.93.01.210.0000,"0,00 "
22.009.12.365.0016.2.011.4.4.90.52.01.210.0000,"0,00 "
22.009.12.365.0016.2.011.4.4.90.92.01.210.0000,"0,00 "
22.009.12.365.0016.2.011.4.4.90.93.01.210.0000,"0,00 "
22.009.12.365.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.009.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.009.12.365.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.009.12.365.0016.2.020.4.4.90.52.01.210.0000,"0,00 "
22.010.12.122.0021.0.003.3.1.90.91.01.210.0000,"0,00 "
22.010.12.126.0002.2.007.3.3.90.40.01.210.0000,"0,00 "
22.010.12.306.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.010.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.010.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.010.12.365.0001.2.001.3.1.91.13.01.210.0000,"0,00 "
22.010.12.365.0001.2.008.3.3.90.36.01.210.0000,"0,00 "
22.010.12.365.0016.1.002.3.3.90.39.01.210.0000,"0,00 "
22.010.12.365.0016.1.002.4.4.90.51.01.210.0000,"0,00 "
22.010.12.365.0016.2.011.3.3.90.37.01.210.0000,"0,00 "
22.010.12.365.0016.2.011.3.3.90.39.01.210.0000,"0,00 "
22.010.12.365.0016.2.011.3.3.90.92.01.210.0000,"0,00 "
22.010.12.365.0016.2.011.3.3.90.93.01.210.0000,"0,00 "
22.010.12.365.0016.2.011.4.4.90.52.01.210.0000,"0,00 "
22.010.12.365.0016.2.011.4.4.90.92.01.210.0000,"0,00 "
22.010.12.365.0016.2.011.4.4.90.93.01.210.0000,"0,00 "
22.010.12.365.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.010.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.010.12.365.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.010.12.365.0016.2.020.4.4.90.52.01.210.0000,"0,00 "
22.011.12.122.0021.0.003.3.1.90.91.01.210.0000,"0,00 "
22.011.12.126.0002.2.007.3.3.90.40.01.210.0000,"0,00 "
22.011.12.306.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.011.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.011.12.306.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.011.12.365.0001.2.001.3.1.91.13.01.210.0000,"0,00 "
22.011.12.365.0001.2.008.3.3.90.36.01.210.0000,"0,00 "
22.011.12.365.0016.1.002.3.3.90.39.01.210.0000,"0,00 "
22.011.12.365.0016.1.002.4.4.90.51.01.210.0000,"0,00 "
22.011.12.365.0016.2.011.3.3.90.37.01.210.0000,"0,00 "
22.011.12.365.0016.2.011.3.3.90.39.01.210.0000,"0,00 "
22.011.12.365.0016.2.011.3.3.90.92.01.210.0000,"0,00 "
22.011.12.365.0016.2.011.3.3.90.93.01.210.0000,"0,00 "
22.011.12.365.0016.2.011.4.4.90.52.01.210.0000,"0,00 "
22.011.12.365.0016.2.011.4.4.90.92.01.210.0000,"0,00 "
22.011.12.365.0016.2.011.4.4.90.93.01.210.0000,"0,00 "
22.011.12.365.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.011.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.011.12.365.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.011.12.365.0016.2.020.4.4.90.52.01.210.0000,"0,00 "
22.012.12.122.0021.0.003.3.1.90.91.01.210.0000,"0,00 "
22.012.12.126.0002.2.007.3.3.90.40.01.210.0000,"0,00 "
22.012.12.306.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.012.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.012.12.306.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.012.12.365.0001.2.001.3.1.91.13.01.210.0000,"0,00 "
22.012.12.365.0001.2.008.3.3.90.36.01.210.0000,"0,00 "
22.012.12.365.0016.1.002.3.3.90.39.01.210.0000,"0,00 "
22.012.12.365.0016.1.002.4.4.90.51.01.210.0000,"0,00 "
22.012.12.365.0016.2.011.3.3.90.37.01.210.0000,"0,00 "
22.012.12.365.0016.2.011.3.3.90.39.01.210.0000,"0,00 "
22.012.12.365.0016.2.011.3.3.90.92.01.210.0000,"0,00 "
22.012.12.365.0016.2.011.3.3.90.93.01.210.0000,"0,00 "
22.012.12.365.0016.2.011.4.4.90.52.01.210.0000,"0,00 "
22.012.12.365.0016.2.011.4.4.90.92.01.210.0000,"0,00 "
22.012.12.365.0016.2.011.4.4.90.93.01.210.0000,"0,00 "
22.012.12.365.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.012.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.012.12.365.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.012.12.365.0016.2.020.4.4.90.52.01.210.0000,"0,00 "
22.013.12.122.0021.0.003.3.1.90.91.01.210.0000,"0,00 "
22.013.12.126.0002.2.007.3.3.90.40.01.210.0000,"0,00 "
22.013.12.306.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.013.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.013.12.306.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.013.12.365.0001.2.001.3.1.91.13.01.210.0000,"0,00 "
22.013.12.365.0001.2.008.3.3.90.36.01.210.0000,"0,00 "
22.013.12.365.0016.1.002.3.3.90.39.01.210.0000,"0,00 "
22.013.12.365.0016.1.002.4.4.90.51.01.210.0000,"0,00 "
22.013.12.365.0016.2.011.3.3.90.37.01.210.0000,"0,00 "
22.013.12.365.0016.2.011.3.3.90.39.01.210.0000,"0,00 "
22.013.12.365.0016.2.011.3.3.90.92.01.210.0000,"0,00 "
22.013.12.365.0016.2.011.3.3.90.93.01.210.0000,"0,00 "
22.013.12.365.0016.2.011.4.4.90.52.01.210.0000,"0,00 "
22.013.12.365.0016.2.011.4.4.90.92.01.210.0000,"0,00 "
22.013.12.365.0016.2.011.4.4.90.93.01.210.0000,"0,00 "
22.013.12.365.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.013.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.013.12.365.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.013.12.365.0016.2.020.4.4.90.52.01.210.0000,"0,00 "
22.014.12.122.0021.0.003.3.1.90.91.01.210.0000,"0,00 "
22.014.12.126.0002.2.007.3.3.90.40.01.210.0000,"0,00 "
22.014.12.306.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.014.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.014.12.306.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.014.12.365.0001.2.001.3.1.91.13.01.210.0000,"0,00 "
22.014.12.365.0001.2.008.3.3.90.36.01.210.0000,"0,00 "
22.014.12.365.0016.1.002.3.3.90.39.01.210.0000,"0,00 "
22.014.12.365.0016.1.002.4.4.90.51.01.210.0000,"0,00 "
22.014.12.365.0016.2.011.3.3.90.37.01.210.0000,"0,00 "
22.014.12.365.0016.2.011.3.3.90.39.01.210.0000,"0,00 "
22.014.12.365.0016.2.011.3.3.90.92.01.210.0000,"0,00 "
22.014.12.365.0016.2.011.3.3.90.93.01.210.0000,"0,00 "
22.014.12.365.0016.2.011.4.4.90.52.01.210.0000,"0,00 "
22.014.12.365.0016.2.011.4.4.90.92.01.210.0000,"0,00 "
22.014.12.365.0016.2.011.4.4.90.93.01.210.0000,"0,00 "
22.014.12.365.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.014.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.014.12.365.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.014.12.365.0016.2.020.4.4.90.52.01.210.0000,"0,00 "
22.015.12.122.0021.0.003.3.1.90.91.01.210.0000,"0,00 "
22.015.12.126.0002.2.007.3.3.90.40.01.210.0000,"0,00 "
22.015.12.306.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.015.12.306.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.015.12.306.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.015.12.365.0001.2.001.3.1.91.13.01.210.0000,"0,00 "
22.015.12.365.0001.2.008.3.3.90.36.01.210.0000,"0,00 "
22.015.12.365.0016.1.002.3.3.90.39.01.210.0000,"0,00 "
22.015.12.365.0016.1.002.4.4.90.51.01.210.0000,"0,00 "
22.015.12.365.0016.2.011.3.3.90.37.01.210.0000,"0,00 "
22.015.12.365.0016.2.011.3.3.90.39.01.210.0000,"0,00 "
22.015.12.365.0016.2.011.3.3.90.92.01.210.0000,"0,00 "
22.015.12.365.0016.2.011.3.3.90.93.01.210.0000,"0,00 "
22.015.12.365.0016.2.011.4.4.90.52.01.210.0000,"0,00 "
22.015.12.365.0016.2.011.4.4.90.92.01.210.0000,"0,00 "
22.015.12.365.0016.2.011.4.4.90.93.01.210.0000,"0,00 "
22.015.12.365.0016.2.017.3.3.90.30.01.110.0000,"0,00 "
22.015.12.365.0016.2.017.3.3.90.32.01.110.0000,"0,00 "
22.015.12.365.0016.2.017.3.3.90.32.01.210.0000,"0,00 "
22.015.12.365.0016.2.020.4.4.90.52.01.210.0000,"0,00 "
22.016.12.122.0021.0.003.3.1.90.91.04.210.0000,"100,00 "
22.016.12.126.0002.2.007.3.3.90.40.04.210.0000,"100,00 "
22.016.12.365.0001.2.001.3.1.91.13.04.110.0000,"0,00 "
22.016.12.365.0001.2.008.3.3.90.36.04.210.0000,"14.820,00 "
22.016.12.365.0016.1.002.3.3.90.39.04.210.0000,"200,00 "
22.016.12.365.0016.2.011.3.3.90.37.04.210.0000,"100,00 "
22.016.12.365.0016.2.011.3.3.90.39.04.110.0000,"0,00 "
22.016.12.365.0016.2.011.3.3.90.92.04.110.0000,"0,00 "
22.016.12.365.0016.2.011.3.3.90.93.04.110.0000,"0,00 "
22.016.12.365.0016.2.011.4.4.90.52.04.110.0000,"0,00 "
22.016.12.365.0016.2.011.4.4.90.92.04.110.0000,"0,00 "
22.016.12.365.0016.2.011.4.4.90.93.04.110.0000,"0,00 "
22.002.12.361.0016.2.011.3.3.90.47.04.220.0000,"170.029,00 "
22.012.12.365.0016.2.011.3.3.90.47.01.210.0000,"0,00 "
22.016.12.365.0016.2.017.3.3.90.30.04.210.0000,"100,00 "
22.016.12.365.0016.2.017.3.3.90.32.04.110.0000,"0,00 "
22.016.12.365.0016.2.017.3.3.90.32.04.110.0000,"0,00 "
22.016.12.365.0016.2.020.4.4.90.52.04.210.0000,"100,00 "
23.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
23.001.04.122.0001.2.005.3.3.90.30.01.110.0000,"200.000,00 "
23.001.04.122.0001.2.005.3.3.90.39.01.110.0000,"6.018.000,00 "
23.001.04.122.0001.2.005.3.3.90.39.01.110.0000,"16.500.000,00 "
23.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
23.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"10.000,00 "
23.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"10.000,00 "
23.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"102.949,00 "
23.001.04.131.0002.2.005.3.3.90.30.01.110.0000,"150.000,00 "
23.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
23.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"0,00 "
23.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1.200.000,00 "
23.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"8.000.000,00 "
23.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"200.000,00 "
24.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"3.799.780,00 "
24.001.04.121.0004.1.001.3.3.90.36.01.110.0000,"1,00 "
24.001.04.121.0004.1.001.3.3.90.39.01.110.0000,"1,00 "
24.001.04.121.0004.1.001.3.3.90.39.01.110.0000,"500.001,00 "
24.001.04.121.0004.1.001.3.3.90.48.01.110.0000,"1,00 "
24.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
24.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"25.000,00 "
24.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"25.000,00 "
24.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"36.400,00 "
24.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"1.000.001,00 "
24.001.04.122.0001.2.011.4.4.90.51.01.110.0000,"2.000.001,00 "
24.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"30.000,00 "
24.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"30.000,00 "
24.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"3.000.001,00 "
24.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"20.000,00 "
24.001.04.128.0002.2.003.3.3.90.36.01.110.0000,"1,00 "
24.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
24.001.04.128.0002.2.003.3.3.90.39.01.110.0000,"1,00 "
24.001.04.131.0002.2.005.3.3.90.31.01.110.0000,"200.000,00 "
24.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"500.000,00 "
24.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"454.302,00 "
27.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
27.001.04.121.0004.1.001.3.3.90.39.01.110.0000,"1,00 "
27.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
27.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"10.000,00 "
27.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"4.000,00 "
27.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"1.500,00 "
27.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"3.000,00 "
27.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"5.200,00 "
27.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"57.419,00 "
27.001.04.126.0002.2.007.3.3.90.39.01.110.0000,"3.240,00 "
27.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"4.013.586,00 "
27.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"180.000,00 "
27.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
27.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"2.000,00 "
28.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
28.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"269.997,00 "
28.001.04.122.0001.2.006.3.3.90.39.02.100.0000,"0,00 "
28.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"25.000,00 "
28.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"25.000,00 "
28.001.04.122.0001.2.011.3.3.90.30.02.100.0000,"0,00 "
28.001.04.122.0001.2.011.3.3.90.30.02.100.0000,"0,00 "
28.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"44.328,00 "
28.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
28.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
28.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
28.001.04.122.0001.2.011.4.4.90.52.02.100.0000,"0,00 "
28.001.04.122.0001.2.011.4.4.90.52.02.100.0000,"0,00 "
28.001.04.122.0001.2.011.4.4.90.52.02.100.0000,"0,00 "
28.001.04.126.0002.2.007.3.3.90.39.01.110.0000,"1,00 "
28.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"1.679.599,00 "
28.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"3.000,00 "
28.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
28.001.04.131.0002.2.005.3.3.90.39.02.100.0000,"0,00 "
28.007.04.131.0002.2.005.3.3.90.39.01.110.0000,"5.000,00 "
28.007.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
29.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
29.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
29.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
29.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"5.000,00 "
29.001.14.243.0018.1.003.4.4.90.52.01.110.0000,"1,00 "
29.001.14.243.0018.2.011.3.3.90.30.01.110.0000,"10.000,00 "
29.001.14.243.0018.2.011.3.3.90.30.01.110.0000,"10.000,00 "
29.001.14.243.0018.2.011.3.3.90.30.01.110.0000,"0,00 "
29.001.14.243.0018.2.011.3.3.90.39.01.110.0000,"0,00 "
29.001.14.243.0018.2.011.3.3.90.39.01.110.0000,"0,00 "
29.001.14.243.0018.2.011.4.4.90.52.01.110.0000,"10.000,00 "
29.001.14.243.0018.2.011.4.4.90.52.01.110.0000,"10.000,00 "
29.001.14.243.0018.2.011.4.4.90.52.01.110.0000,"22.842,00 "
29.002.14.243.0018.2.041.3.3.50.39.01.110.0000,"8.872.002,00 "
29.002.14.243.0018.2.041.3.3.50.39.03.100.2901,"7.127.998,00 "
29.002.14.243.0018.2.041.4.4.50.39.03.100.2901,"1,00 "
29.002.14.243.0018.2.041.4.4.50.52.03.100.2901,"1,00 "
30.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
30.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
